sample_index,monotonic_timestamp,session_elapsed_seconds,tp9,af7,af8,tp10,aux_right,headband_on,hsi_tp9,hsi_af7,hsi_af8,hsi_tp10,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,blink,jaw_clench
81293,317.55078125,317.55078125,124.336247,122.178411,36.937475,126.494082,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81294,317.5546875,317.5546875,137.644391,133.946281,50.03539,141.342501,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81295,317.55859375,317.55859375,152.018191,146.756506,64.282246,157.279877,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81296,317.5625,317.5625,165.408211,158.930933,77.794949,171.885489,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81297,317.56640625,317.56640625,176.035875,169.003649,88.929727,183.068102,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81298,317.5703125,317.5703125,182.711661,175.976795,96.56977,189.446528,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81299,317.57421875,317.57421875,185.038454,179.484617,100.309611,190.592292,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81300,317.578125,317.578125,183.461756,179.835044,100.501731,187.088468,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81301,317.58203125,317.58203125,179.157871,177.921667,98.157349,180.394075,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81302,317.5859375,317.5859375,173.782315,175.023862,94.721394,172.540767,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81303,317.58984375,317.58984375,169.127512,172.534273,91.765753,165.72075,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81304,317.59375,317.59375,166.756236,171.666784,90.660586,161.845687,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81305,317.59765625,317.59765625,167.681831,173.201761,92.287593,162.1619,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81306,317.6015625,317.6015625,172.157202,177.318139,96.851001,166.996264,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81307,317.60546875,317.60546875,179.613578,183.545124,103.823137,175.682032,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81308,317.609375,317.609375,188.761178,190.843184,112.035492,186.679171,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81309,317.61328125,317.61328125,197.832699,197.799073,119.89809,197.866324,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81310,317.6171875,317.6171875,204.923,202.897556,125.705181,206.948443,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81311,317.62109375,317.62109375,208.359741,204.817662,127.968559,211.901821,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81312,317.625,317.625,207.033667,202.696409,125.714318,211.370925,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81313,317.62890625,317.62890625,200.624842,196.309078,118.685746,204.940607,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81314,317.6328125,317.6328125,189.681012,186.130979,107.412925,193.231044,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81315,317.63671875,317.63671875,175.532532,173.268304,93.135084,177.79676,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81316,317.640625,317.640625,160.059627,159.270698,77.58989,160.848557,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81317,317.64453125,317.64453125,145.355983,145.860793,62.709344,144.851173,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81318,317.6484375,317.6484375,133.352555,134.631856,50.279807,132.073253,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81319,317.65234375,317.65234375,125.473068,126.770755,41.630522,124.175382,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81320,317.65625,317.65625,122.386586,122.858607,37.409509,121.914565,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81321,317.66015625,317.66015625,123.903886,122.786527,37.488962,125.021244,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81322,317.6640625,317.6640625,129.036827,125.801872,41.017425,132.271782,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81323,317.66796875,317.66796875,136.208615,130.675338,46.607912,141.741893,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81324,317.671875,317.671875,143.573993,135.956161,52.625136,151.191826,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81325,317.67578125,317.67578125,149.387358,140.265872,57.516065,158.508844,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81326,317.6796875,317.6796875,152.347716,142.573721,60.11985,162.121711,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81327,317.68359375,317.68359375,151.853944,142.400594,59.897267,161.307293,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81328,317.6875,317.6875,148.121186,139.91208,57.035416,156.330292,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81329,317.69140625,317.69140625,142.136004,135.882779,52.407555,148.389229,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81330,317.6953125,317.6953125,135.458998,131.538833,47.395884,139.379163,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81331,317.69921875,317.69921875,129.913031,128.309162,43.611612,131.516899,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81332,317.703125,317.703125,127.217285,127.533575,42.566463,126.900994,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81333,317.70703125,317.70703125,128.637882,130.184313,45.359292,127.091452,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81334,317.7109375,317.7109375,134.722731,136.655119,52.438633,132.790343,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81335,317.71484375,317.71484375,145.172154,146.659061,63.487584,143.685247,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81336,317.71875,317.71875,158.870859,159.255492,77.45397,158.486226,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81337,317.72265625,317.72265625,174.075862,173.001815,92.720895,175.149909,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81338,317.7265625,317.7265625,188.725053,186.201757,107.385877,191.24835,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81339,317.73046875,317.73046875,200.807921,197.20332,119.595863,204.412523,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81340,317.734375,317.734375,208.72799,204.690011,127.874714,212.765969,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81341,317.73828125,317.73828125,211.588073,207.910207,131.381089,215.265938,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81342,317.7421875,317.7421875,209.344197,206.80129,130.047971,211.887104,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81343,317.74609375,317.74609375,202.799175,201.98531,124.577692,203.61304,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81344,317.75,317.75,193.4375,194.6375,116.293934,192.2375,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81345,317.75390625,317.75390625,183.133594,186.253236,106.879515,180.013952,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81346,317.7578125,317.7578125,173.789623,178.358412,98.050545,169.220834,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81347,317.76171875,317.76171875,166.972495,172.218917,91.229603,161.726072,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81348,317.765625,317.765625,163.619679,168.604925,87.280612,158.634434,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81349,317.76953125,317.76953125,163.870141,167.655048,86.356079,160.085233,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81350,317.7734375,317.7734375,167.052522,168.866076,87.885657,165.238968,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81351,317.77734375,317.77734375,171.832421,171.209796,90.707694,172.455045,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81352,317.78125,317.78125,176.489922,173.353867,93.317856,179.625977,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81353,317.78515625,317.78515625,179.273484,173.943641,94.186343,184.603328,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81354,317.7890625,317.7890625,178.761518,171.890055,92.08193,185.632981,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81355,317.79296875,317.79296875,174.161486,166.607493,86.339748,181.71548,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81356,317.796875,317.796875,165.488324,158.155094,77.020431,172.821554,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81357,317.80078125,317.80078125,153.587148,147.253534,64.929164,159.920761,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81358,317.8046875,317.8046875,139.99513,135.173208,51.49006,144.817053,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81359,317.80859375,317.80859375,126.668368,123.51453,38.499143,129.822206,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81360,317.8125,317.8125,115.625524,113.921801,27.80258,117.329247,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81361,317.81640625,317.81640625,108.57612,107.784976,20.961277,109.367264,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81362,317.8203125,317.8203125,106.604375,105.986079,18.965681,107.222671,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81363,317.82421875,317.82421875,109.968952,108.738569,22.055115,111.199334,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81364,317.828125,317.828125,118.056825,115.550239,29.676072,120.563411,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81365,317.83203125,317.83203125,129.500029,125.316672,40.587335,133.683387,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81366,317.8359375,317.8359375,142.432891,136.527317,53.091789,148.338465,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81367,317.83984375,317.83984375,154.840519,147.544819,65.350586,162.13622,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81368,317.84375,317.84375,164.931919,156.904249,75.7197,172.95959,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81369,317.84765625,317.84765625,171.466488,163.575256,83.044719,179.357719,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81370,317.8515625,317.8515625,173.971714,167.13734,86.85789,180.806088,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81371,317.85546875,317.85546875,172.810885,167.835262,87.440304,177.786509,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81372,317.859375,317.859375,169.08847,166.504709,85.738095,171.67223,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81373,317.86328125,317.86328125,164.412084,164.383274,83.149616,164.440895,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81374,317.8671875,317.8671875,160.557514,162.8439,81.225388,158.271129,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81375,317.87109375,317.87109375,159.101882,163.102819,81.339357,155.100945,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81376,317.875,317.875,161.096167,165.958909,84.395498,156.233425,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81377,317.87890625,317.87890625,166.840687,171.615309,90.626981,162.066065,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81378,317.8828125,317.8828125,175.807315,179.61829,99.527264,171.99634,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81379,317.88671875,317.88671875,186.72397,188.925762,109.927048,184.522177,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81380,317.890625,317.890625,197.805645,198.092821,120.20293,197.518469,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81381,317.89453125,317.89453125,207.088011,205.539124,128.578133,208.636899,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81382,317.8984375,317.8984375,212.799799,209.847061,133.457918,215.752536,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81383,317.90234375,317.90234375,213.702594,210.033606,133.73542,217.371581,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81384,317.90625,317.90625,209.332819,205.743676,129.009197,212.921962,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81385,317.91015625,317.91015625,200.099302,197.327721,119.67058,202.870882,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81386,317.9140625,317.9140625,187.217441,185.788369,106.843739,188.646513,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81387,317.91796875,317.91796875,172.492254,172.60597,92.189524,172.378537,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81388,317.921875,317.921875,157.991463,159.475997,77.610181,156.506929,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81389,317.92578125,317.92578125,145.670829,148.008095,64.910929,143.333563,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81390,317.9296875,317.9296875,137.023008,139.443841,55.482612,134.602174,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81391,317.93359375,317.93359375,132.816645,134.446624,50.065484,131.186667,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81392,317.9375,317.9375,132.975049,133.003153,48.638582,132.946945,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81393,317.94140625,317.94140625,136.616961,134.454662,50.455015,138.77926,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81394,317.9453125,317.9453125,142.250836,137.650968,54.215447,146.850703,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81395,317.94921875,317.94921875,148.084582,141.197001,58.345595,154.972163,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81396,317.953125,317.953125,152.390602,143.743694,61.323635,161.03751,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81397,317.95703125,317.95703125,153.855416,144.266714,61.993885,163.444118,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81398,317.9609375,317.9609375,151.846214,142.278923,59.805925,161.413504,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81399,317.96484375,317.96484375,146.542725,137.935313,54.93272,155.150136,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81400,317.96875,317.96875,138.908777,132.009921,48.24469,145.807634,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81401,317.97265625,317.97265625,130.508838,125.748972,41.144506,135.268704,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81402,317.9765625,317.9765625,123.2047,120.628394,35.294274,125.781007,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81403,317.98046875,317.98046875,118.790661,118.062347,32.287586,119.518975,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81404,317.984375,317.984375,118.637447,119.119001,33.329682,118.155893,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81405,317.98828125,317.98828125,123.413609,124.298479,38.987541,122.52874,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81406,317.9921875,317.9921875,132.938331,133.416132,49.058432,132.460531,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81407,317.99609375,317.99609375,146.194476,145.614151,62.582832,146.7748,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81408,318.0,318.0,161.5,159.5,78.0,163.5,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81409,318.00390625,318.00390625,176.805524,173.385849,93.417168,180.2252,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81410,318.0078125,318.0078125,190.061669,185.583868,106.941568,194.539469,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81411,318.01171875,318.01171875,199.586391,194.701521,117.012459,204.47126,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81412,318.015625,318.015625,204.362553,199.880999,122.670318,208.844107,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81413,318.01953125,318.01953125,204.209339,200.937653,123.712414,207.481025,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81414,318.0234375,318.0234375,199.7953,198.371606,120.705726,201.218993,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81415,318.02734375,318.02734375,192.491162,193.251028,114.855494,191.731296,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81416,318.03125,318.03125,184.091223,186.990079,107.75531,181.192366,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81417,318.03515625,318.03515625,176.457275,181.064687,101.06728,171.849864,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81418,318.0390625,318.0390625,171.153786,176.721077,96.194075,165.586496,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81419,318.04296875,318.04296875,169.144584,174.733286,94.006115,163.555882,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81420,318.046875,318.046875,170.609398,175.256306,94.676365,165.96249,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81421,318.05078125,318.05078125,174.915418,177.802999,97.654405,172.027837,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81422,318.0546875,318.0546875,180.749164,181.349032,101.784553,180.149297,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81423,318.05859375,318.05859375,186.383039,184.545338,105.544985,188.22074,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81424,318.0625,318.0625,190.024951,185.996847,107.361418,194.053055,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81425,318.06640625,318.06640625,190.183355,184.553376,105.934516,195.813333,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81426,318.0703125,318.0703125,185.976992,179.556159,100.517388,192.397826,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81427,318.07421875,318.07421875,177.329171,170.991905,91.089071,183.666437,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81428,318.078125,318.078125,165.008537,159.524003,78.389819,170.493071,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81429,318.08203125,318.08203125,150.507746,146.39403,63.810476,154.621463,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81430,318.0859375,318.0859375,135.782559,133.211631,49.156261,138.353487,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81431,318.08984375,318.08984375,122.900698,121.672279,36.32942,124.129118,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81432,318.09375,318.09375,113.667181,113.256324,26.990803,114.078038,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81433,318.09765625,318.09765625,109.297406,108.966394,22.26458,109.628419,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81434,318.1015625,318.1015625,110.200201,109.152939,22.542082,111.247464,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81435,318.10546875,318.10546875,115.911989,113.460876,27.421867,118.363101,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81436,318.109375,318.109375,125.194355,120.907179,35.79707,129.481531,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81437,318.11328125,318.11328125,136.27603,130.074238,46.072952,142.477823,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81438,318.1171875,318.1171875,147.192685,139.38171,56.472736,155.00366,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81439,318.12109375,318.12109375,156.159313,147.384691,65.373019,164.933935,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81440,318.125,318.125,161.903833,153.041091,71.604502,170.766575,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81441,318.12890625,318.12890625,163.898118,155.897181,74.660643,171.899055,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81442,318.1328125,318.1328125,162.442486,156.1561,74.774612,168.728871,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81443,318.13671875,318.13671875,158.587916,154.616726,72.850384,162.559105,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81444,318.140625,318.140625,153.91153,152.495291,70.261905,155.32777,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81445,318.14453125,318.14453125,150.189115,151.164738,68.559696,149.213491,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81446,318.1484375,318.1484375,149.028286,151.86266,69.14211,146.193912,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81447,318.15234375,318.15234375,151.533512,155.424744,72.955281,147.642281,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81448,318.15625,318.15625,158.068081,162.095751,80.2803,154.04041,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81449,318.16015625,318.16015625,168.159481,171.455181,90.649414,164.86378,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81450,318.1640625,318.1640625,180.567109,182.472683,102.908211,178.661535,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81451,318.16796875,318.16796875,193.499971,193.683328,115.412665,193.316613,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81452,318.171875,318.171875,204.943175,203.449761,126.323928,206.436589,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81453,318.17578125,318.17578125,213.031048,210.261431,133.944885,215.800666,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81454,318.1796875,318.1796875,216.395625,213.013921,137.034319,219.777329,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81455,318.18359375,318.18359375,214.42388,211.215024,135.038723,217.632736,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81456,318.1875,318.1875,207.374476,205.078199,128.19742,209.670753,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81457,318.19140625,318.19140625,196.331632,195.48547,117.500857,197.177794,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81458,318.1953125,318.1953125,183.00487,183.826792,104.50994,182.182947,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81459,318.19921875,318.19921875,169.412852,171.746466,91.070836,167.079239,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81460,318.203125,318.203125,157.511676,160.844906,78.979569,154.178446,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81461,318.20703125,318.20703125,148.838514,152.392507,69.660252,145.28452,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81462,318.2109375,318.2109375,144.238482,147.109945,63.91807,141.367019,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81463,318.21484375,318.21484375,143.726516,145.056359,61.813657,142.396672,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81464,318.21875,318.21875,146.510078,145.646133,62.682144,147.374023,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81465,318.22265625,318.22265625,151.167579,147.790204,65.292306,154.544955,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81466,318.2265625,318.2265625,155.947478,150.133924,68.114343,161.761032,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81467,318.23046875,318.23046875,159.129859,151.344952,69.643921,166.914767,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81468,318.234375,318.234375,159.380321,150.395075,68.719388,168.365566,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81469,318.23828125,318.23828125,156.027505,146.781083,64.770397,165.273928,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81470,318.2421875,318.2421875,149.210377,140.641588,57.949455,157.779166,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81471,318.24609375,318.24609375,139.866406,132.746764,49.120485,146.986048,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81472,318.25,318.25,129.5625,124.3625,39.706066,134.7625,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81473,318.25390625,318.25390625,120.200825,117.01469,31.422308,123.38696,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81474,318.2578125,318.2578125,113.655803,112.19871,25.952029,115.112896,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81475,318.26171875,318.26171875,111.411927,111.089793,24.618911,111.734062,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81476,318.265625,318.265625,114.27201,114.309989,28.125286,114.234031,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81477,318.26953125,318.26953125,122.192079,121.79668,36.404137,122.587477,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81478,318.2734375,318.2734375,134.274947,132.798243,48.614123,135.75165,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81479,318.27734375,318.27734375,148.924138,145.998185,63.279105,151.850091,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81480,318.28125,318.28125,164.129141,159.744508,78.54603,168.513774,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
81481,318.28515625,318.28515625,177.827846,172.340939,92.512416,183.314753,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
